Name,Subtitle,Description,Categories,Google Maps URL,Closed Permanently,Closed Temporarily,Phone,Website,Address,Located In,Street,Neighborhood,City,State,Country Code,Postal Code,Latitude,Longitude,Compiled,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Total Score,Count,Five Stars,Four Stars,Three Stars,Two Stars,One Star,Scraped When,Search String,Search URL (Loaded),Search URL,Page Rank,Place ID,Google+ Code,CID,FID
Sparano's Pizza,,,"Pizza restaurant, Delivery Restaurant",https://www.google.com/maps/search/?api=1&query=Sparano's%20Pizza&query_place_id=ChIJS9wIfcWROIgRGMoW8dfrimQ,False,False,(614) 487-0087,https://www.sparanospizza.com/?utm_source=gbp,"3947 W Broad St, Columbus, OH 43228",West Highland Plaza,3947 W Broad St,Hilltop,Columbus,Ohio,US,43228.0,39.9528268,-83.1070065,"Monday: 10 AM to 8:45 PM
Tuesday: 10 AM to 8:45 PM
Wednesday: 10 AM to 9:45 PM
Thursday: 10 AM to 9:45 PM
Friday: 10 AM to 9:45 PM
Saturday: 11 AM to 9:45 PM
Sunday: 12 to 8:45 PM",10 AM to 8:45 PM,10 AM to 8:45 PM,10 AM to 9:45 PM,10 AM to 9:45 PM,10 AM to 9:45 PM,11 AM to 9:45 PM,12 to 8:45 PM,4.3,416,271,71,25,20,29,2024-06-10T17:14:58.561Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en",9,ChIJS9wIfcWROIgRGMoW8dfrimQ,"XV3V+45 Columbus, Ohio",7244862263274162712,0x883891c57d08dc4b:0x648aebd7f116ca18
Joseppi's Pizza Westgate,,,"Pizza restaurant, Italian restaurant, Delivery Restaurant",https://www.google.com/maps/search/?api=1&query=Joseppi's%20Pizza%20Westgate&query_place_id=ChIJKRuMOAGQOIgRed6PxQeWApg,False,False,(614) 272-2724,http://www.joseppispizza.com/,"3179 Sullivant Ave, Columbus, OH 43204",,3179 Sullivant Ave,Hilltop,Columbus,Ohio,US,43204.0,39.9429319,-83.0835229,"Monday: 10 AM to 11 PM
Tuesday: 10 AM to 11 PM
Wednesday: 10 AM to 11 PM
Thursday: 10 AM to 11 PM
Friday: 10 AM to 12 AM
Saturday: 10 AM to 12 AM
Sunday: 10 AM to 11 PM",10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 12 AM,10 AM to 12 AM,10 AM to 11 PM,4.1,617,370,111,45,20,71,2024-06-10T17:15:07.611Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en",5,ChIJKRuMOAGQOIgRed6PxQeWApg,"WWV8+5H Columbus, Ohio",10953482203841945209,0x88389001388c1b29:0x98029607c58fde79
Santino's Pizzeria,,,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Santino's%20Pizzeria&query_place_id=ChIJa2HekPWaOIgRYJoqBTVoqTU,False,False,(614) 851-9600,https://www.santinospizzeria.com/,"1675 Holt Rd, Columbus, OH 43228",,1675 Holt Rd,Westland,Columbus,Ohio,US,43228.0,39.917591,-83.121251,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,4.3,535,396,44,24,25,46,2024-06-10T17:15:07.736Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en",6,ChIJa2HekPWaOIgRYJoqBTVoqTU,"WV9H+2F Columbus, Ohio",3866736332003514976,0x88389af590de616b:0x35a96835052a9a60
M & S Carry Out,,,"Pizza restaurant, Gas station",https://www.google.com/maps/search/?api=1&query=M%20%26%20S%20Carry%20Out&query_place_id=ChIJnzmlqIKaOIgRZNTga07YcRs,False,False,(614) 272-8929,https://www.mscarryout.com/?utm_source=gbp,"590 Georgesville Rd, Columbus, OH 43228",M & S Gas,590 Georgesville Rd,Georgian Heights,Columbus,Ohio,US,43228.0,39.9406972,-83.1118624,"Monday: 7 AM to 12 AM
Tuesday: 7 AM to 12 AM
Wednesday: 7 AM to 12 AM
Thursday: 7 AM to 12 AM
Friday: 7 AM to 12 AM
Saturday: 7 AM to 12 AM
Sunday: 8 AM to 11 PM",7 AM to 12 AM,7 AM to 12 AM,7 AM to 12 AM,7 AM to 12 AM,7 AM to 12 AM,7 AM to 12 AM,8 AM to 11 PM,4.1,697,367,168,95,32,35,2024-06-10T17:15:15.432Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en",1,ChIJnzmlqIKaOIgRZNTga07YcRs,"WVRQ+77 Columbus, Ohio",1977599542721303652,0x88389a82a8a5399f:0x1b71d84e6be0d464
Flyers Pizza Galloway,,"Local chain outpost offering regular, cauliflower-crust & gluten-free pies plus wings & sandwiches.","Pizza restaurant, Fast food restaurant, Italian restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Sandwich shop",https://www.google.com/maps/search/?api=1&query=Flyers%20Pizza%20Galloway&query_place_id=ChIJfaFLXBKaOIgRbtIIPu-n4-c,False,False,(614) 870-7777,http://www.flyerspizza.com/locations/galloway/,"5634 Hall Rd, Galloway, OH 43119",,5634 Hall Rd,Westland,Galloway,Ohio,US,43119.0,39.9315427,-83.1467561,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 11 AM to 9 PM",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 10 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 9 PM,4.3,551,354,101,26,22,48,2024-06-10T17:15:16.180Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en",2,ChIJfaFLXBKaOIgRbtIIPu-n4-c,"WVJ3+J7 Galloway, Ohio",16709383688454460014,0x88389a125c4ba17d:0xe7e3a7ef3e08d26e
Yellow Brick Pizza,,,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Yellow%20Brick%20Pizza&query_place_id=ChIJlV5Xqk6POIgRLTjsjcH3uq4,False,False,(614) 372-5983,http://www.yellowbrickpizza.com/,"415 W Rich St, Columbus, OH 43215",River & Rich,415 W Rich St,Franklinton,Columbus,Ohio,US,43215.0,39.9559842,-83.0108012,"Monday: 11 AM to 10 PM
Tuesday: 11 AM to 10 PM
Wednesday: 11 AM to 10 PM
Thursday: 11 AM to 10 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 11 AM to 10 PM",11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 10 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 10 PM,4.2,325,219,41,17,11,37,2024-06-10T17:15:23.336Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",17,ChIJlV5Xqk6POIgRLTjsjcH3uq4,"XX4Q+9M Columbus, Ohio",12590648118949460013,0x88388f4eaa575e95:0xaebaf7c18dec382d
OH Pizza and Brew,,"Laid-back pizza joint serving wings, sub sandwiches & deep-fried desserts in a simple setting.","Pizza restaurant, Chicken wings restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout",https://www.google.com/maps/search/?api=1&query=OH%20Pizza%20and%20Brew&query_place_id=ChIJgYHvgi6POIgR2E4lLjEsym8,False,False,(614) 940-8687,http://www.ohpizzabrew.com/,"88 E Broad St, Columbus, OH 43215",88 E. Broad Street,88 E Broad St,Downtown,Columbus,Ohio,US,43215.0,39.9631237,-82.9982491,"Monday: 11 AM to 2 AM
Tuesday: 11 AM to 2 AM
Wednesday: 11 AM to 2 AM
Thursday: 11 AM to 2 AM
Friday: 11 AM to 2 AM
Saturday: 11 AM to 2 AM
Sunday: 11 AM to 2 AM",11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 2 AM,3.9,1245,688,219,88,67,183,2024-06-10T17:15:24.700Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",20,ChIJgYHvgi6POIgR2E4lLjEsym8,"X272+6P Columbus, Ohio",8055299473244770008,0x88388f2e82ef8181:0x6fca2c312e254ed8
Marco's Pizza,,Counter-serve chain serving up a menu of specialty or custom pizzas for takeout or delivery.,"Pizza restaurant, Takeout Restaurant, Pizza delivery, Pizza Takeout",https://www.google.com/maps/search/?api=1&query=Marco's%20Pizza&query_place_id=ChIJkZCL_9mKOIgRwwb1j8zSIzQ,False,False,(614) 901-2233,https://www.marcos.com/,"2760 E Dublin Granville Rd, Columbus, OH 43231",,2760 E Dublin Granville Rd,Northland,Columbus,Ohio,US,43231.0,40.084582,-82.944751,"Monday: 10 AM to 11 PM
Tuesday: 10 AM to 11 PM
Wednesday: 10 AM to 11 PM
Thursday: 10 AM to 11 PM
Friday: 10 AM to 12 AM
Saturday: 10 AM to 12 AM
Sunday: 10 AM to 11 PM",10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 12 AM,10 AM to 12 AM,10 AM to 11 PM,4.1,396,230,70,37,15,44,2024-06-10T17:15:25.700Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",16,ChIJkZCL_9mKOIgRwwb1j8zSIzQ,"33M4+R3 Columbus, Ohio",3757078290187486915,0x88388ad9ff8b9091:0x3423d2cc8ff506c3
Minelli's Pizza,,,"Pizza restaurant, Italian restaurant, Delivery Restaurant",https://www.google.com/maps/search/?api=1&query=Minelli's%20Pizza&query_place_id=ChIJbT6eaUqQOIgRgmXwsekbVUE,False,False,(614) 279-3344,http://www.minellispizza.com/,"1189 N Wilson Rd, Columbus, OH 43204",,1189 N Wilson Rd,Brookhollow,Columbus,Ohio,US,43204.0,39.9774702,-83.1021815,"Monday: 10:30 AM to 10 PM
Tuesday: 10:30 AM to 10 PM
Wednesday: 10:30 AM to 10 PM
Thursday: 10:30 AM to 10 PM
Friday: 10:30 AM to 11 PM
Saturday: 4 to 11 PM
Sunday: 10:30 AM to 10 PM",10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 11 PM,4 to 11 PM,10:30 AM to 10 PM,4.5,855,612,150,47,11,35,2024-06-10T17:15:28.180Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0227658,-83.1018837,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0227657531956,-83.1018837308019,16z?hl=en",4,ChIJbT6eaUqQOIgRgmXwsekbVUE,"XVGX+X4 Columbus, Ohio",4707699676012373378,0x8838904a699e3e6d:0x41551be9b1f06582
Donatos Pizza,,"Chain selling crispy pizzas featuring provolone cheese & lots of toppings, plus oven-baked subs.","Pizza restaurant, Delivery service, Takeout Restaurant",https://www.google.com/maps/search/?api=1&query=Donatos%20Pizza&query_place_id=ChIJcXVMnylgOIgRfbCcwUsWvkc,False,False,(614) 470-6001,https://www.donatos.com/?location=156,"4055 Morse Crossing, Columbus, OH 43219",Easton Market,4055 Morse Crossing,Easton,Columbus,Ohio,US,43219.0,40.0531495,-82.920723,"Monday: 11 AM to 12 AM
Tuesday: 11 AM to 12 AM
Wednesday: 11 AM to 12 AM
Thursday: 11 AM to 12 AM
Friday: 11 AM to 1 AM
Saturday: 11 AM to 1 AM
Sunday: 11 AM to 12 AM",11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 1 AM,11 AM to 1 AM,11 AM to 12 AM,3.6,428,181,91,35,37,84,2024-06-10T17:15:33.239Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",10,ChIJcXVMnylgOIgRfbCcwUsWvkc,"333H+7P Columbus, Ohio",5169593936894537853,0x883860299f4c7571:0x47be164bc19cb07d
Flyers Pizza Blacklick,,"Local chain outpost offering regular, cauliflower-crust & gluten-free pies plus wings & sandwiches.","Pizza restaurant, Fast food restaurant, Italian restaurant, Delivery Restaurant, Takeout Restaurant, Restaurant, Sandwich shop",https://www.google.com/maps/search/?api=1&query=Flyers%20Pizza%20Blacklick&query_place_id=ChIJZelScp1mOIgRoChxlUgWUrw,False,False,(614) 322-0123,http://www.flyerspizza.com/locations/blacklick/,"962 N Waggoner Rd, Blacklick, OH 43004",,962 N Waggoner Rd,Far East,Blacklick,Ohio,US,43004.0,40.006032,-82.790249,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9 PM
Thursday: 11 AM to 9 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 11 AM to 9 PM",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 9 PM,4.3,383,240,88,18,14,23,2024-06-10T17:15:33.319Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",15,ChIJZelScp1mOIgRoChxlUgWUrw,"2645+CW Blacklick, Ohio",13569933128221403296,0x8838669d7252e965:0xbc521648957128a0
Ange's Pizza,,"Local pizzeria chain serving classic pies, plus pasta, burgers & subs, in a casual setting.","Pizza restaurant, Delivery Restaurant",https://www.google.com/maps/search/?api=1&query=Ange's%20Pizza&query_place_id=ChIJ_ea1I0aLOIgRLuHBFhI8wa0,False,False,(614) 888-5767,http://www.angespizzaonline.com/,"Granville Shopping Center, 5767 Karl Rd, Columbus, OH 43229",Granville Center,"Granville Shopping Center, 5767 Karl Rd",Northland,Columbus,Ohio,US,43229.0,40.0849388,-82.9765925,"Monday: 11 AM to 12 AM
Tuesday: 11 AM to 12 AM
Wednesday: 11 AM to 12 AM
Thursday: 11 AM to 12 AM
Friday: 11 AM to 12 AM
Saturday: 11 AM to 12 AM
Sunday: 11 AM to 12 AM",11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,4.2,476,296,86,26,12,56,2024-06-10T17:15:33.784Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",14,ChIJ_ea1I0aLOIgRLuHBFhI8wa0,"32MF+X9 Columbus, Ohio",12520354487455572270,0x88388b4623b5e6fd:0xadc13c1216c1e12e
Domino's Pizza,,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"Pizza delivery, Chicken wings restaurant, Pizza restaurant, Pizza Takeout",https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza&query_place_id=ChIJfXhm4vdgOIgRjfbcfS49CUI,False,False,(614) 471-2222,https://www.dominos.com/en/?redirect=homepage&utm_source=google&utm_medium=loclist&utm_campaign=localmaps,"5079 N Hamilton Rd, Gahanna, OH 43230",Chestnut Hill III,5079 N Hamilton Rd,Trouville,Gahanna,Ohio,US,43230.0,40.0594788,-82.8640687,"Monday: 10:30 AM to 12 AM
Tuesday: 10:30 AM to 12 AM
Wednesday: 10:30 AM to 12 AM
Thursday: 10:30 AM to 12 AM
Friday: 10:30 AM to 1 AM
Saturday: 10:30 AM to 1 AM
Sunday: 10:30 AM to 12 AM",10:30 AM to 12 AM,10:30 AM to 12 AM,10:30 AM to 12 AM,10:30 AM to 12 AM,10:30 AM to 1 AM,10:30 AM to 1 AM,10:30 AM to 12 AM,3.6,176,93,22,8,9,44,2024-06-10T17:15:36.680Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",6,ChIJfXhm4vdgOIgRjfbcfS49CUI,"345P+Q9 Gahanna, Ohio",4758401751183062669,0x883860f7e266787d:0x42093d2e7ddcf68d
Mikey's Late Night Slice,,,"Pizza restaurant, Restaurant",https://www.google.com/maps/search/?api=1&query=Mikey's%20Late%20Night%20Slice&query_place_id=ChIJUR5T4TSPOIgRIYuxCIN0GKA,False,False,(614) 737-3801,https://www.latenightslice.com/,"268 S 4th St, Columbus, OH 43215",,268 S 4th St,Downtown,Columbus,Ohio,US,43215.0,39.9571688,-82.994938,"Monday: 11 AM to 2:30 AM
Tuesday: 11 AM to 2:30 AM
Wednesday: 11 AM to 2:30 AM
Thursday: 11 AM to 2:30 AM
Friday: 11 AM to 3 AM
Saturday: 11 AM to 3 AM
Sunday: 11 AM to 2:30 AM",11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 3 AM,11 AM to 3 AM,11 AM to 2:30 AM,4.4,2478,1698,443,163,67,107,2024-06-10T17:15:36.864Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.0884377,-82.8454116,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.0884376751883,-82.84541158279761,16z?hl=en",8,ChIJUR5T4TSPOIgRIYuxCIN0GKA,"X244+V2 Columbus, Ohio",11536098551644916513,0x88388f34e1531e51:0xa018748308b18b21
Grandma's Pizza on Parsons,,Traditional pies are prepared along with sandwiches & other Italian bites at this standard outpost.,"Pizza restaurant, Pizza delivery, Pizza Takeout",https://www.google.com/maps/search/?api=1&query=Grandma's%20Pizza%20on%20Parsons&query_place_id=ChIJQf5eraiIOIgR7OGAjsKkHuQ,False,False,(614) 449-0777,http://www.grandmaspizzaonparsons.com/,"1242 Parsons Ave, Columbus, OH 43206",,1242 Parsons Ave,South Side,Columbus,Ohio,US,43206.0,39.938172,-82.983105,"Monday: 10 AM to 11 PM
Tuesday: 10 AM to 11 PM
Wednesday: 10 AM to 11 PM
Thursday: 10 AM to 11 PM
Friday: 10 AM to 11 PM
Saturday: 10 AM to 11 PM
Sunday: 3 to 11 PM",10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,10 AM to 11 PM,3 to 11 PM,4.0,406,225,78,39,16,48,2024-06-10T17:15:59.578Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@39.9702282,-83.0334912,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.97022821560144,-83.03349115800076,16z?hl=en",17,ChIJQf5eraiIOIgR7OGAjsKkHuQ,"W2Q8+7Q Columbus, Ohio",16437756845470310892,0x883888a8ad5efe41:0xe41ea4c28e80e1ec
Little Caesars Pizza,,"Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","Pizza restaurant, Fast food restaurant, Pizza delivery, Pizza Takeout",https://www.google.com/maps/search/?api=1&query=Little%20Caesars%20Pizza&query_place_id=ChIJOc_F2jmROIgRgFDa5p6Fkqo,False,False,(614) 527-0000,https://littlecaesars.com/en-us/store/8373,"2491 Hilliard Rome Rd, Hilliard, OH 43026",Silver Horn Center I,2491 Hilliard Rome Rd,Sweetwater,Hilliard,Ohio,US,43026.0,40.0017374,-83.1560432,"Monday: 10:30 AM to 10 PM
Tuesday: 10:30 AM to 10 PM
Wednesday: 10:30 AM to 10 PM
Thursday: 10:30 AM to 10 PM
Friday: 10:30 AM to 11 PM
Saturday: 10:30 AM to 11 PM
Sunday: 10:30 AM to 10 PM",10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 11 PM,10:30 AM to 11 PM,10:30 AM to 10 PM,3.4,386,134,88,54,28,82,2024-06-10T17:15:59.174Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.9570938312029,-83.15317816040276,16z?hl=en",12,ChIJOc_F2jmROIgRgFDa5p6Fkqo,"2R2V+MH Hilliard, Ohio",12291033250571899008,0x88389139dac5cf39:0xaa92859ee6da5080
Little Caesars Pizza,,"Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","Pizza restaurant, Fast food restaurant, Pizza delivery, Pizza Takeout",https://www.google.com/maps/search/?api=1&query=Little%20Caesars%20Pizza&query_place_id=ChIJUZtnr7zyOIgRumlCOc6li9A,False,False,(614) 761-3900,https://littlecaesars.com/en-us/store/8906,"1931 Hard Rd, Columbus, OH 43235",,1931 Hard Rd,Summerwood,Columbus,Ohio,US,43235.0,40.1168405,-83.0678014,"Monday: 10:30 AM to 10 PM
Tuesday: 10:30 AM to 10 PM
Wednesday: 10:30 AM to 10 PM
Thursday: 10:30 AM to 10 PM
Friday: 10:30 AM to 11 PM
Saturday: 10:30 AM to 11 PM
Sunday: 10:30 AM to 10 PM",10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 10 PM,10:30 AM to 11 PM,10:30 AM to 11 PM,10:30 AM to 10 PM,4.0,545,275,132,70,24,44,2024-06-10T17:15:59.652Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@40.1015721,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@40.10157205958684,-83.05058930120104,16z?hl=en",3,ChIJUZtnr7zyOIgRumlCOc6li9A,"4W8J+PV Columbus, Ohio",15027286886794291642,0x8838f2bcaf679b51:0xd08ba5ce394269ba
Aracri Pizzeria,,,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Aracri%20Pizzeria&query_place_id=ChIJGf_IpB-POIgRtH3vMDqgG6Q,False,False,(614) 224-3013,https://www.aracripizzeria.com/,"51 E Gay St, Columbus, OH 43215",,51 E Gay St,Downtown,Columbus,Ohio,US,43215.0,39.9636391,-82.9992886,"Monday: 11 AM to 9 PM
Tuesday: 11 AM to 9 PM
Wednesday: 11 AM to 9 PM
Thursday: 11 AM to 9 PM
Friday: 11 AM to 10 PM
Saturday: 4 to 10 PM
Sunday: Closed",11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 9 PM,11 AM to 10 PM,4 to 10 PM,Closed,4.7,214,179,21,5,4,5,2024-06-10T17:16:00.654Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@39.9702282,-83.0334912,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.97022821560144,-83.03349115800076,16z?hl=en",8,ChIJGf_IpB-POIgRtH3vMDqgG6Q,"X272+F7 Columbus, Ohio",11825221418380918196,0x88388f1fa4c8ff19:0xa41ba03a30ef7db4
Blaze Pizza,,"Hip counter-serve pizzeria dishing up crispy, thin-crust pies made with creative toppings & sauces.",Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Blaze%20Pizza&query_place_id=ChIJFWI4jbiOOIgR0eaFTed1BoA,False,False,(614) 382-8160,https://locations.blazepizza.com/oh/columbus/1708-n.-high-st.?utm_source=gmb&utm_medium=yext,"1708 N High St, Columbus, OH 43201",,1708 N High St,University District,Columbus,Ohio,US,43201.0,39.9971651,-83.0072199,"Monday: 11 AM to 11 PM
Tuesday: 11 AM to 11 PM
Wednesday: 11 AM to 11 PM
Thursday: 11 AM to 12 AM
Friday: 11 AM to 2:30 AM
Saturday: 11 AM to 2:30 AM
Sunday: 11 AM to 11 PM",11 AM to 11 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 12 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 11 PM,4.2,1251,765,253,81,42,110,2024-06-10T17:16:06.190Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.98336259999998,-82.99929487160018,16z?hl=en",5,ChIJFWI4jbiOOIgR0eaFTed1BoA,"XXWV+V4 Columbus, Ohio",9225190523013555921,0x88388eb88d386215:0x800675e74d85e6d1
Cottage Inn Pizza Columbus,,"Long-running Midwestern chain serving deep-dish & thin-crust pizzas, plus subs, salads & more.","Pizza delivery, Caterer, Italian restaurant, Pizza restaurant, Pizza Takeout, Sandwich shop",https://www.google.com/maps/search/?api=1&query=Cottage%20Inn%20Pizza%20Columbus&query_place_id=ChIJny3-U6OOOIgRk5oZkWRK7AQ,False,False,(614) 564-9292,https://order.cottageinn.com/?uniqueStoreIdentifier=COLUMBUS&y_source=1_MTU1NDQzMjgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D#/,"2167 N High St, Columbus, OH 43201",,2167 N High St,Old North Columbus,Columbus,Ohio,US,43201.0,40.0065168,-83.0095523,"Monday: Closed
Tuesday: 10 AM to 10 PM
Wednesday: 10 AM to 10 PM
Thursday: 10 AM to 12 AM
Friday: 10 AM to 2:30 AM
Saturday: 10 AM to 2:30 AM
Sunday: 10 AM to 10 PM",Closed,10 AM to 10 PM,10 AM to 10 PM,10 AM to 12 AM,10 AM to 2:30 AM,10 AM to 2:30 AM,10 AM to 10 PM,4.1,400,263,41,25,4,67,2024-06-10T17:16:07.115Z,Family-operated pizzeria,"https://www.google.com/maps/search/Family-operated+pizzeria/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Family-operated%20pizzeria/@39.98336259999998,-82.99929487160018,16z?hl=en",9,ChIJny3-U6OOOIgRk5oZkWRK7AQ,"2X4R+J5 Columbus, Ohio",354740266446985875,0x88388ea353fe2d9f:0x4ec4a6491199a93
